id,title,short_title,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,seniority,next_election,total_votes,missed_votes,total_present,last_updated,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,congress,chamber,senate_class,state_rank,lis_id,age,generation
S001217,"Senator, 1st Class",Sen.,Rick,null,Scott,null,1952-12-01,M,R,null,SenRickScott,null,null,412838,null,124204,null,N00043290,/m/0btx2g,S8FL00273,https://www.rickscott.senate.gov,null,https://www.rickscott.senate.gov/contact_rick,true,null,null,1,2024,853,17,0,2022-08-08 09:47:48 -0400,716 Hart Senate Office Building,202-224-5274,null,FL,null,null,null,1.99,90.67,9.33,117,senate,1,junior,S404,69,Baby Boomers
S001184,"Senator, 3rd Class",Sen.,Tim,null,Scott,null,1965-09-19,M,R,null,SenatorTimScott,SenatorTimScott,SenatorTimScott,412471,623506,11940,21173,N00031782,/m/0c407g6,H0SC01279,https://www.scott.senate.gov,null,https://www.scott.senate.gov/contact/email-me,true,null,0.624,9,2022,853,14,0,2022-08-08 09:47:54 -0400,104 Hart Senate Office Building,202-224-6121,202-225-3407,SC,null,null,null,1.64,92.17,7.83,117,senate,3,junior,S365,56,Gen X
S001181,"Senator, 2nd Class",Sen.,Jeanne,null,Shaheen,null,1947-01-28,F,D,null,SenatorShaheen,SenatorShaheen,senatorshaheen,412323,22850,1663,40906,N00024790,/m/01rrm2,S0NH00219,https://www.shaheen.senate.gov,null,https://www.shaheen.senate.gov/contact/contact-jeanne,true,null,-0.237,13,2026,853,43,0,2022-08-08 09:47:42 -0400,506 Hart Senate Office Building,202-224-2841,null,NH,null,null,null,5.04,99.38,0.62,117,senate,2,senior,S324,75,Baby Boomers
S000320,"Senator, 3rd Class",Sen.,Richard,C.,Shelby,null,1934-05-06,M,R,,SenShelby,RichardShelby,SenatorRichardShelby,300089,1859,53266,94659,N00009920,/m/020yj1,S6AL00013,https://www.shelby.senate.gov,https://www.shelby.senate.gov/public/?a=rss.feed,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,true,null,0.448,35,2022,853,68,0,2022-08-08 09:47:52 -0400,304 Russell Senate Office Building,202-224-5744,202-224-3416,AL,null,null,null,7.97,91.16,8.84,117,senate,3,senior,S184,88,Silent Generation
S001191,"Senator, 1st Class",Sen.,Kyrsten,null,Sinema,null,1976-07-12,F,D,null,SenatorSinema,CongresswomanSinema,repsinema,412509,68489,28338,21300,N00033983,/m/03qnndb,H2AZ09019,https://www.sinema.senate.gov,null,https://www.sinema.senate.gov/contact-kyrsten,true,null,-0.104,3,2024,853,35,0,2022-08-08 09:47:46 -0400,317 Hart Senate Office Building,202-224-4521,null,AZ,null,null,null,4.1,96.94,3.06,117,senate,1,senior,S403,46,Gen X
S001203,"Senator, 2nd Class",Sen.,Tina,null,Smith,null,1958-03-04,F,D,null,SenTinaSmith,USSenTinaSmith,null,412742,111313,152968,41706,N00042353,/m/0127xvy3,S8MN00578,https://www.smith.senate.gov,null,https://www.smith.senate.gov/contact-tina,true,null,-0.398,4,2026,853,10,0,2022-08-23 18:39:42 -0400,720 Hart Senate Office Building,202-224-5641,null,MN,null,null,null,1.17,99.17,0.83,117,senate,2,junior,S394,64,Baby Boomers
S000770,"Senator, 1st Class",Sen.,Debbie,null,Stabenow,null,1950-04-29,F,D,Senate Democratic Policy & Communications Committee Chair,SenStabenow,SenatorStabenow,senatorstabenow,300093,45451,515,29732,N00004118,/m/01xh64,S8MI00281,https://www.stabenow.senate.gov,null,https://www.stabenow.senate.gov/contact,true,null,-0.343,21,2024,853,4,0,2022-08-08 09:47:41 -0400,731 Hart Senate Office Building,202-224-4822,null,MI,null,null,null,0.47,99.53,0.47,117,senate,1,senior,S284,72,Baby Boomers
S001198,"Senator, 2nd Class",Sen.,Dan,null,Sullivan,null,1964-11-13,M,R,null,SenDanSullivan,SenDanSullivan,null,412665,1023262,114964,41500,N00035774,/m/07s4r4q,S4AK00214,https://www.sullivan.senate.gov,null,https://www.sullivan.senate.gov/contact/email,true,null,0.481,7,2026,853,48,0,2022-08-23 18:39:41 -0400,302 Hart Senate Office Building,202-224-3004,null,AK,null,null,null,5.63,87.81,12.19,117,senate,2,junior,S383,57,Baby Boomers
T000464,"Senator, 1st Class",Sen.,Jon,null,Tester,null,1956-08-21,M,D,null,SenatorTester,senatortester,senatorjontester,412244,1020176,20928,40702,N00027605,/m/066cdp,S6MT00162,https://www.tester.senate.gov,https://www.tester.senate.gov/rss/,https://www.tester.senate.gov/?p=email_senator,true,null,-0.215,15,2024,853,2,0,2022-08-08 09:47:53 -0400,311 Hart Senate Office Building,202-224-2644,null,MT,null,null,null,0.23,97.88,2.12,117,senate,1,senior,S314,66,Baby Boomers
T000250,"Senator, 3rd Class",Sen.,John,null,Thune,null,1961-01-07,M,R,Senate Majority Whip,SenJohnThune,null,johnthune,400546,45552,398,29754,N00004572,/m/03ybyn,S2SD00068,https://www.thune.senate.gov,https://www.thune.senate.gov/public/?a=RSS.Feed,http://www.thune.senate.gov/public/index.cfm/contact,true,null,0.428,17,2022,853,8,0,2022-08-23 18:39:43 -0400,511 Dirksen Senate Office Building,202-224-2321,202-228-5429,SD,null,null,null,0.94,95.55,4.45,117,senate,3,senior,S303,61,Baby Boomers
T000476,"Senator, 2nd Class",Sen.,Thom,null,Tillis,null,1960-08-30,M,R,null,senthomtillis,SenatorThomTillis,null,412668,77055,57717,41504,N00035492,/m/0fq0395,S4NC00162,https://www.tillis.senate.gov,null,https://www.tillis.senate.gov/public/index.cfm/email-me,true,null,0.401,7,2026,853,50,0,2022-08-23 18:39:43 -0400,113 Dirksen Senate Office Building,202-224-6342,null,NC,null,null,null,5.86,79.95,20.05,117,senate,2,junior,S384,61,Baby Boomers
T000461,"Senator, 3rd Class",Sen.,Patrick,J.,Toomey,null,1961-11-17,M,R,null,SenToomey,senatortoomey,sentoomey,400408,7958,24096,29935,N00001489,/m/02_kk7,S4PA00121,https://www.toomey.senate.gov,null,https://www.toomey.senate.gov/?p=contact,true,null,0.624,11,2022,853,94,0,2022-08-08 09:47:53 -0400,248 Russell Senate Office Building,202-224-4254,202-228-0284,PA,null,null,null,11.02,88.38,11.62,117,senate,3,junior,S351,60,Baby Boomers
T000278,"Senator, 2nd Class",Sen.,Tommy,null,Tuberville,null,1954-09-18,M,R,null,SenTuberville,null,null,456796,null,188306,null,N00044434,/m/04tmr4,S0AL00230,https://www.tuberville.senate.gov,https://www.tuberville.senate.gov/feed/?post_type=press_releases,,true,null,null,1,2026,853,19,0,2022-08-08 09:47:59 -0400,B40a Dirksen Senate Office Building,202-224-4124,null,AL,null,null,null,2.23,89.72,10.28,117,senate,2,junior,S412,67,Baby Boomers
V000128,"Senator, 3rd Class",Sen.,Chris,null,Van Hollen,null,1959-01-10,M,D,null,ChrisVanHollen,chrisvanhollen,RepChrisVanHollen,400415,20756,6098,20330,N00013820,/m/025kb5,H2MD08126,https://www.vanhollen.senate.gov,null,http://www.vanhollen.senate.gov/contact/email,true,null,-0.391,5,2022,853,48,0,2022-08-08 09:47:57 -0400,110 Hart Senate Office Building,202-224-4654,202-225-0375,MD,null,null,null,5.63,99.75,0.25,117,senate,3,junior,S390,63,Baby Boomers
W000805,"Senator, 2nd Class",Sen.,Mark,null,Warner,null,1954-12-15,M,D,null,MarkWarner,MarkRWarner,SenatorMarkWarner,412321,7630,535,40909,N00002097,/m/024mm1,S6VA00093,https://www.warner.senate.gov,https://www.warner.senate.gov/public/?a=RSS.Feed,http://www.warner.senate.gov/public/index.cfm?p=Contact,true,null,-0.204,13,2026,853,11,0,2022-08-08 09:47:53 -0400,703 Hart Senate Office Building,202-224-2023,null,VA,null,null,null,1.29,99.76,0.24,117,senate,2,senior,S327,67,Baby Boomers
W000790,"Senator, 3rd Class",Sen.,Raphael,null,Warnock,null,1969-07-23,M,D,null,SenatorWarnock,null,null,456858,null,null,null,N00046489,/g/11b5lw9q73,S0GA00559,https://www.warnock.senate.gov,https://www.warnock.senate.gov/media/press-releases/feed/,null,true,null,null,1,2022,851,18,0,2022-08-08 09:48:00 -0400,null,null,null,GA,null,null,null,2.12,98.56,1.44,117,senate,3,,S415,53,Gen X
W000817,"Senator, 1st Class",Sen.,Elizabeth,null,Warren,null,1949-06-22,F,D,null,SenWarren,senatorelizabethwarren,senelizabethwarren,412542,1023023,141272,41301,N00033492,/m/01qh39,S2MA00170,https://www.warren.senate.gov,https://www.warren.senate.gov/rss/,https://www.warren.senate.gov/?p=email_senator,true,null,-0.753,9,2024,853,6,0,2022-08-23 18:39:42 -0400,309 Hart Senate Office Building,202-224-4543,null,MA,null,null,null,0.7,97.75,2.25,117,senate,1,senior,S366,73,Baby Boomers
W000802,"Senator, 1st Class",Sen.,Sheldon,null,Whitehouse,null,1955-10-20,M,D,null,SenWhitehouse,SenatorWhitehouse,SenatorWhitehouse,412247,92235,2572,40704,N00027533,/m/07qw94,S6RI00221,https://www.whitehouse.senate.gov,https://www.whitehouse.senate.gov/rss/feeds/?type=all&cachebuster=1,https://www.whitehouse.senate.gov/contact/email-sheldon,true,null,-0.354,15,2024,853,12,0,2022-08-23 18:39:43 -0400,530 Hart Senate Office Building,202-224-2921,null,RI,null,null,null,1.41,99.29,0.71,117,senate,1,junior,S316,66,Baby Boomers
W000437,"Senator, 1st Class",Sen.,Roger,null,Wicker,null,1951-07-05,M,R,null,SenatorWicker,SenatorWicker,SenatorWicker,400432,18203,21926,29534,N00003280,/m/025xxb,H4MS01078,https://www.wicker.senate.gov,https://www.wicker.senate.gov/public/?a=rss.feed,https://www.wicker.senate.gov/public/index.cfm/contact,true,null,0.377,15,2024,853,12,0,2022-08-08 09:47:53 -0400,555 Dirksen Senate Office Building,202-224-6253,null,MS,null,null,null,1.41,89.57,10.43,117,senate,1,senior,S318,71,Baby Boomers
W000779,"Senator, 3rd Class",Sen.,Ron,null,Wyden,null,1949-05-03,M,D,null,RonWyden,null,senronwyden,300100,1962,27036,14871,N00007724,/m/0178p9,S6OR00110,https://www.wyden.senate.gov,null,https://www.wyden.senate.gov/contact/,true,null,-0.33,26,2022,853,8,0,2022-08-08 09:47:41 -0400,221 Dirksen Senate Office Building,202-224-5244,202-228-2717,OR,null,null,null,0.94,99.05,0.95,117,senate,3,senior,S247,73,Baby Boomers
Y000064,"Senator, 3rd Class",Sen.,Todd,null,Young,null,1972-08-24,M,R,null,SenToddYoung,SenatorToddYoung,RepToddYoung,412428,1033743,120345,21133,N00030670,/m/0ds030m,H0IN09070,https://www.young.senate.gov,null,https://www.young.senate.gov/contact,true,null,0.458,5,2022,853,19,0,2022-08-08 09:47:57 -0400,185 Dirksen Senate Office Building,202-224-5623,202-226-6866,IN,null,null,null,2.23,87.13,12.88,117,senate,3,senior,S391,50,Gen X
F000472,Representative,Rep.,Scott,null,Franklin,null,1964-08-23,M,R,null,RepFranklin,null,null,456807,null,null,null,N00046760,/g/11ft5hszwx,H0FL15104,https://franklin.house.gov,null,null,true,null,null,2,2022,868,18,0,2022-08-25 13:00:30 -0400,1517 Longworth House Office Building,202-225-1252,null,FL,15,false,1215,2.07,95.14,4.74,117,house,null,null,null,58,Baby Boomers
F000455,Representative,Rep.,Marcia,L.,Fudge,null,1952-10-29,F,D,,RepMarciaFudge,RepMarciaLFudge,marcialfudge,412327,1030928,110640,20941,N00030490,/m/04n11v9,H8OH11141,https://fudge.house.gov,null,null,false,null,-0.581,16,2022,72,14,0,2022-08-12 18:33:07 -0400,2344 Rayburn House Office Building,202-225-7032,null,OH,11,false,3911,19.44,96.49,1.75,117,house,null,null,null,69,Baby Boomers
F000469,Representative,Rep.,Russ,null,Fulcher,null,1973-07-19,M,R,null,RepRussFulcher,null,null,412773,null,33091,null,N00041335,/m/05h4vgh,H8ID01124,https://fulcher.house.gov,,null,true,null,null,4,2022,868,44,0,2022-08-25 13:00:29 -0400,1520 Longworth House Office Building,202-225-6611,null,ID,1,false,1601,5.07,92.31,7.57,117,house,null,null,null,49,Gen X
G000578,Representative,Rep.,Matt,null,Gaetz,null,1982-05-07,M,R,null,RepMattGaetz,CongressmanMattGaetz,null,412690,104528,117101,21719,N00039503,/m/0s8w2_s,H6FL01119,https://gaetz.house.gov,https://gaetz.house.gov/rss.xml,null,true,null,0.611,6,2022,868,22,0,2022-08-25 13:00:28 -0400,1721 Longworth House Office Building,202-225-4136,null,FL,1,false,1201,2.53,76.46,23.42,117,house,null,null,null,40,Millennials
G000579,Representative,Rep.,Mike,null,Gallagher,null,1984-03-03,M,R,null,RepGallagher,RepMikeGallagher,null,412731,104067,171843,21720,N00039330,/g/11c5qns1cc,H6WI08155,https://gallagher.house.gov,https://gallagher.house.gov/rss.xml,null,true,null,0.438,6,2022,868,13,0,2022-08-25 13:00:30 -0400,1230 Longworth House Office Building,202-225-5665,null,WI,8,false,5508,1.5,95.64,4.24,117,house,null,null,null,38,Millennials
G000574,Representative,Rep.,Ruben,null,Gallego,null,1979-11-20,M,D,null,RepRubenGallego,RepRubenGallego,null,412612,77233,123732,21502,N00036097,/m/0wy0mz5,H4AZ07043,https://rubengallego.house.gov,https://rubengallego.house.gov/rss.xml,null,true,null,-0.45,8,2022,868,5,0,2022-08-25 13:00:32 -0400,1131 Longworth House Office Building,202-225-4065,null,AZ,7,false,0407,0.58,98.84,1.05,117,house,null,null,null,42,Millennials
G000559,Representative,Rep.,John,null,Garamendi,null,1945-01-24,M,D,null,RepGaramendi,repgaramendi,garamendiCA10,412382,18413,29664,20958,N00030856,/m/05fvls,H0CA10149,https://garamendi.house.gov,https://garamendi.house.gov/rss.xml,null,true,null,-0.309,14,2022,868,9,0,2022-08-25 13:00:33 -0400,2368 Rayburn House Office Building,202-225-1880,null,CA,3,false,0603,1.04,98.95,0.93,117,house,null,null,null,77,Baby Boomers
G000597,Representative,Rep.,Andrew,null,Garbarino,null,1984-09-27,M,R,null,RepGarbarino,null,null,456836,null,null,null,N00046030,/g/11bw8f4j8q,H0NY02234,https://garbarino.house.gov,null,null,true,null,null,2,2022,868,15,0,2022-08-25 13:00:29 -0400,1516 Longworth House Office Building,202-225-7896,null,NY,2,false,3602,1.73,92.56,7.32,117,house,null,null,null,37,Millennials
G000586,Representative,Rep.,Jesús,null,García,null,1956-04-12,M,D,null,RepChuyGarcia,null,null,412774,null,6261,null,N00042114,/m/012c8r5x,H8IL04134,https://chuygarcia.house.gov,null,null,true,null,null,4,2022,868,8,0,2022-08-25 13:00:30 -0400,1519 Longworth House Office Building,202-225-8203,null,IL,4,false,1704,0.92,96.62,3.26,117,house,null,null,null,66,Baby Boomers
G000061,Representative,Rep.,Mike,null,Garcia,null,1976-04-24,M,R,null,RepMikeGarcia,RepMikeGarcia,null,456792,null,null,null,N00044298,/g/11j2j3x1pl,H0CA25105,https://mikegarcia.house.gov,null,null,true,null,null,4,2022,868,8,0,2022-08-25 13:00:30 -0400,1535 Longworth House Office Building,202-225-1956,null,CA,25,false,0625,0.92,94.62,5.26,117,house,null,null,null,46,Gen X
G000587,Representative,Rep.,Sylvia,null,Garcia,null,1950-09-06,F,D,null,RepSylviaGarcia,null,null,412827,null,49734,null,N00042282,/m/0ryt4bt,H8TX29052,https://sylviagarcia.house.gov,null,null,true,null,null,4,2022,868,4,0,2022-08-25 13:00:30 -0400,1620 Longworth House Office Building,202-225-1688,null,TX,29,false,4829,0.46,94.9,4.99,117,house,null,null,null,71,Baby Boomers
G000563,Representative,Rep.,Bob,null,Gibbs,null,1954-06-14,M,R,,RepBobGibbs,RepBobGibbs,RepBobGibbs,412463,1033844,45466,21165,N00031128,/m/07qwv4,H0OH18077,https://gibbs.house.gov,https://gibbs.house.gov/rss.xml,null,true,null,0.48,12,2022,868,28,1,2022-08-25 13:00:30 -0400,2217 Rayburn House Office Building,202-225-6265,null,OH,7,false,3907,3.23,97.01,2.87,117,house,null,null,null,68,Baby Boomers
G000593,Representative,Rep.,Carlos,null,Giménez,null,1954-01-17,M,R,null,RepCarlos,null,null,456809,null,81366,null,N00046394,/m/03cc6vt,H0FL26036,https://gimenez.house.gov,null,null,true,null,null,2,2022,868,1,1,2022-08-25 13:00:29 -0400,419 Cannon House Office Building,202-225-2778,null,FL,26,false,1226,0.12,93.26,6.62,117,house,null,null,null,68,Baby Boomers
G000552,Representative,Rep.,Louie,null,Gohmert,null,1953-08-18,M,R,,RepLouieGohmert,50375006903,GohmertTX01,400651,1011394,50029,20527,N00026148,/m/0490h9,H4TX04039,https://gohmert.house.gov,https://gohmert.house.gov/news/rss.aspx,null,true,null,0.642,18,2022,868,59,0,2022-08-25 13:00:28 -0400,2269 Rayburn House Office Building,202-225-3035,null,TX,1,false,4801,6.8,80,19.88,117,house,null,null,null,69,Baby Boomers
G000592,Representative,Rep.,Jared,null,Golden,null,1982-07-25,M,D,null,repgolden,null,null,412842,null,151420,null,N00041668,/g/11f1224576,H8ME02185,https://golden.house.gov,null,null,true,null,null,4,2022,868,27,0,2022-08-25 13:00:29 -0400,1222 Longworth House Office Building,202-225-6306,null,ME,2,false,2302,3.11,92.01,7.87,117,house,null,null,null,40,Millennials
G000585,Representative,Rep.,Jimmy,null,Gomez,null,1974-11-25,M,D,null,RepJimmyGomez,RepJimmyGomez,null,412739,108883,138524,21754,N00040597,/m/0n_73h1,H8CA34266,https://gomez.house.gov,null,null,true,null,-0.572,6,2022,868,5,1,2022-08-25 13:00:32 -0400,1530 Longworth House Office Building,202-225-6235,null,CA,34,false,0634,0.58,98.49,1.39,117,house,null,null,null,47,Gen X
G000594,Representative,Rep.,Tony,null,Gonzales,null,1980-10-10,M,R,null,RepTonyGonzales,null,null,456849,null,null,null,N00044592,/g/11fs52clcr,H0TX35015,https://gonzales.house.gov,null,null,true,null,null,2,2022,868,3,0,2022-08-25 13:00:30 -0400,1009 Longworth House Office Building,202-225-4511,null,TX,23,false,4823,0.35,94.77,5.12,117,house,null,null,null,41,Millennials
G000588,Representative,Rep.,Anthony,null,Gonzalez,null,1984-09-19,M,R,,RepAGonzalez,null,null,412807,null,178867,null,N00041690,/m/0gznlq,H8OH16124,https://anthonygonzalez.house.gov,null,null,true,null,null,4,2022,868,51,0,2022-08-25 13:00:28 -0400,2458 Rayburn House Office Building,202-225-3876,null,OH,16,false,3916,5.88,88.9,10.97,117,house,null,null,null,37,Millennials
G000581,Representative,Rep.,Vicente,null,Gonzalez,null,1967-09-04,M,D,null,RepGonzalez,USCongressmanVicenteGonzalez,null,412725,103568,166483,21722,N00038809,/g/11c266m1z7,H6TX15162,https://gonzalez.house.gov,https://gonzalez.house.gov/rss.xml,null,true,null,-0.379,6,2022,868,46,0,2022-08-25 13:00:31 -0400,113 Cannon House Office Building,202-225-2531,null,TX,15,false,4815,5.3,97.2,2.68,117,house,null,null,null,54,Gen X
G000582,Resident Commissioner,R.C.,Jenniffer,null,González-Colón,null,1976-08-05,F,R,null,repjenniffer,RepJennifferGonzalezColon,null,412723,67353,null,null,N00037615,/m/027s3vf,,https://gonzalez-colon.house.gov,https://gonzalez-colon.house.gov/rss.xml,null,true,null,null,6,2022,11,0,0,2022-08-25 13:00:28 -0400,null,null,null,PR,At-Large,true,7298,0,72.73,27.27,117,house,null,null,null,46,Gen X
G000595,Representative,Rep.,Robert,null,Good,null,1965-09-11,M,R,null,RepBobGood,null,null,456853,null,null,null,N00045557,/g/11fsfm06kc,H0VA05160,https://good.house.gov,null,null,true,null,null,2,2022,868,35,0,2022-08-25 13:00:28 -0400,1213 Longworth House Office Building,202-225-4711,null,VA,5,false,5105,4.03,77.9,21.98,117,house,null,null,null,56,Gen X
G000589,Representative,Rep.,Lance,null,Gooden,null,1982-12-01,M,R,null,RepLanceGooden,null,null,412822,null,177282,null,N00042237,/m/0jkx4bp,H8TX05144,https://gooden.house.gov,null,null,true,null,null,4,2022,868,2,0,2022-08-25 13:00:28 -0400,1722 Longworth House Office Building,202-225-3484,null,TX,5,false,4805,0.23,85.13,14.75,117,house,null,null,null,39,Millennials
G000565,Representative,Rep.,Paul,null,Gosar,null,1958-11-22,M,R,null,RepGosar,repgosar,repgosar,412397,62470,123491,21103,N00030771,/m/0czdqz0,H0AZ01259,https://gosar.house.gov,null,null,true,null,0.697,12,2022,868,16,2,2022-08-25 13:00:28 -0400,2057 Rayburn House Office Building,202-225-2315,null,AZ,4,false,0404,1.84,77.24,22.64,117,house,null,null,null,63,Baby Boomers
G000583,Representative,Rep.,Josh,null,Gottheimer,null,1975-03-08,M,D,null,RepJoshG,RepJoshG,null,412714,9275683,169202,21723,N00036944,/g/120x5twv,H6NJ05171,https://gottheimer.house.gov,null,null,true,null,-0.15,6,2022,868,8,0,2022-08-25 13:00:30 -0400,203 Cannon House Office Building,202-225-4465,null,NJ,5,false,3405,0.92,96.04,3.85,117,house,null,null,null,47,Gen X
G000377,Representative,Rep.,Kay,null,Granger,null,1943-01-18,F,R,null,RepKayGranger,RepKayGranger,RepKayGranger,400157,45709,334,29762,N00008799,/m/03tndx,H6TX12060,https://kaygranger.house.gov,null,null,true,null,0.402,26,2022,868,21,0,2022-08-25 13:00:30 -0400,1026 Longworth House Office Building,202-225-5071,null,TX,12,false,4812,2.42,95.13,4.75,117,house,null,null,null,79,Silent Generation
G000577,Representative,Rep.,Garret,null,Graves,null,1972-01-31,M,R,null,RepGarretGraves,CongressmanGarretGraves,null,412631,9274609,155424,21523,N00036135,/m/012bxlbr,H4LA06153,https://garretgraves.house.gov,https://garretgraves.house.gov/rss.xml,null,true,null,0.444,8,2022,868,15,0,2022-08-25 13:00:30 -0400,2402 Rayburn House Office Building,202-225-3901,null,LA,6,false,2206,1.73,96.93,2.95,117,house,null,null,null,50,Gen X
G000546,Representative,Rep.,Sam,null,Graves,null,1963-11-07,M,R,null,RepSamGraves,118514606128,null,400158,89873,9425,20124,N00013323,/m/03tnfy,H0MO06073,https://graves.house.gov,https://graves.house.gov/rss.xml,null,true,null,0.443,22,2022,868,4,0,2022-08-25 13:00:31 -0400,1135 Longworth House Office Building,202-225-7041,null,MO,6,false,2906,0.46,97.67,2.21,117,house,null,null,null,58,Baby Boomers
G000590,Representative,Rep.,Mark,null,Green,null,1964-11-08,M,R,null,RepMarkGreen,null,null,412819,null,139030,null,N00041873,/m/09rx6jq,H8TN07076,https://markgreen.house.gov,null,null,true,null,null,4,2022,868,27,0,2022-08-25 13:00:29 -0400,2446 Rayburn House Office Building,202-225-2811,null,TN,7,false,4707,3.11,92.22,7.66,117,house,null,null,null,57,Baby Boomers
G000553,Representative,Rep.,Al,null,Green,null,1947-09-01,M,D,null,RepAlGreen,repalgreen,RepAlGreen,400653,1012969,49680,20529,N00026686,/m/02kn0_,H4TX09095,https://algreen.house.gov,https://algreen.house.gov/rss.xml,null,true,null,-0.438,18,2022,868,4,0,2022-08-25 13:00:33 -0400,2347 Rayburn House Office Building,202-225-7508,null,TX,9,false,4809,0.46,99.07,0.81,117,house,null,null,null,74,Baby Boomers
G000596,Representative,Rep.,Marjorie,Taylor,Greene,null,1974-05-27,F,R,null,RepMTG,null,null,456814,null,null,null,N00044701,/g/11fscs046n,H0GA06192,https://greene.house.gov,null,null,true,null,null,2,2022,868,19,0,2022-08-25 13:00:28 -0400,1023 Longworth House Office Building,202-225-5211,null,GA,14,false,1314,2.19,71.56,28.32,117,house,null,null,null,48,Gen X
G000568,Representative,Rep.,Morgan,null,Griffith,null,1958-03-15,M,R,null,RepMGriffith,RepMorganGriffith,RepMorganGriffith,412485,62766,5148,21191,N00032029,/m/025vdrq,H0VA09055,https://morgangriffith.house.gov,https://morgangriffith.house.gov/news/rss.aspx,null,true,null,0.535,12,2022,868,20,0,2022-08-25 13:00:28 -0400,2202 Rayburn House Office Building,202-225-3861,null,VA,9,false,5109,2.3,89.69,10.19,117,house,null,null,null,64,Baby Boomers
G000551,Representative,Rep.,Raúl,M.,Grijalva,null,1948-02-19,M,D,null,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,400162,1003551,28253,20305,N00025284,/m/024s1z,H2AZ07070,https://grijalva.house.gov,null,null,true,null,-0.598,20,2022,868,20,0,2022-08-25 13:00:32 -0400,1511 Longworth House Office Building,202-225-2435,null,AZ,3,false,0403,2.3,98.82,1.06,117,house,null,null,null,74,Baby Boomers
G000576,Representative,Rep.,Glenn,null,Grothman,null,1955-07-03,M,R,null,RepGrothman,RepGrothman,null,412661,77282,3493,21559,N00036409,/m/02pnsk2,H4WI06048,https://grothman.house.gov,null,null,true,null,0.6,8,2022,868,8,0,2022-08-25 13:00:28 -0400,1427 Longworth House Office Building,202-225-2476,null,WI,6,false,5506,0.92,90.06,9.82,117,house,null,null,null,67,Baby Boomers
G000591,Representative,Rep.,Michael,null,Guest,null,1970-02-04,M,R,null,RepMichaelGuest,null,null,412793,null,null,null,N00042458,/g/11gtc4dxpz,H8MS03125,https://guest.house.gov,null,null,true,null,null,4,2022,868,88,1,2022-08-25 13:00:30 -0400,418 Cannon House Office Building,202-225-5031,null,MS,3,false,2803,10.14,95.48,4.39,117,house,null,null,null,52,Gen X
G000558,Representative,Rep.,Brett,null,Guthrie,null,1964-02-18,M,R,null,RepGuthrie,CongressmanGuthrie,BrettGuthrie,412278,1031343,18829,20916,N00029675,/m/0411qqt,H8KY02031,https://guthrie.house.gov,null,null,true,null,0.421,14,2022,868,4,0,2022-08-25 13:00:31 -0400,2434 Rayburn House Office Building,202-225-3501,null,KY,2,false,2102,0.46,98.14,1.75,117,house,null,null,null,58,Baby Boomers
H001080,Representative,Rep.,Debra,null,Haaland,null,1960-12-02,F,D,,RepDebHaaland,null,null,412800,null,149368,null,N00040933,/g/11ght0_d8m,H8NM01331,https://haaland.house.gov,null,null,false,null,null,4,2022,77,2,0,2022-08-12 18:33:07 -0400,1421 Longworth House Office Building,202-225-6316,null,NM,1,false,3501,2.6,97.3,1.35,117,house,null,null,null,61,Baby Boomers
H001088,Representative,Rep.,Jim,null,Hagedorn,null,1962-08-04,M,R,,RepHagedorn,null,null,412788,null,146027,null,N00031390,/g/11fg5k6588,H0MN01045,https://hagedorn.house.gov,null,null,false,null,null,4,2022,493,22,0,2022-08-12 18:33:07 -0400,1433 Longworth House Office Building,202-225-2472,null,MN,1,false,2701,4.46,98.71,1.08,117,house,null,null,null,60,Baby Boomers
H001090,Representative,Rep.,Josh,null,Harder,null,1986-08-01,M,D,null,RepJoshHarder,null,null,412754,null,179326,null,N00040853,/g/11fhwknffg,H8CA10126,https://harder.house.gov,null,null,true,null,null,4,2022,868,3,0,2022-08-25 13:00:31 -0400,209 Cannon House Office Building,202-225-4540,null,CA,10,false,0610,0.35,98.03,1.85,117,house,null,null,null,36,Millennials
H001052,Representative,Rep.,Andy,null,Harris,null,1957-01-25,M,R,null,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,412434,1033464,19157,21139,N00029147,/m/02852wc,H8MD01094,https://harris.house.gov,https://harris.house.gov/rss.xml,null,true,null,0.671,12,2022,868,14,0,2022-08-25 13:00:28 -0400,2334 Rayburn House Office Building,202-225-5311,null,MD,1,false,2401,1.61,82.24,17.65,117,house,null,null,null,65,Baby Boomers
H001086,Representative,Rep.,Diana,null,Harshbarger,null,1960-01-01,F,R,null,RepHarshbarger,null,null,456844,null,null,null,N00046688,/g/11f67z977k,H0TN01118,https://harshbarger.house.gov,null,null,true,null,null,2,2022,868,6,1,2022-08-25 13:00:29 -0400,167 Cannon House Office Building,202-225-6356,null,TN,1,false,4701,0.69,91.71,8.18,117,house,null,null,null,62,Baby Boomers
