congress,chamber,title,short_title,state,party,leadership_role,fec_candidate_id,seniority,district,at_large,ocd_id,start_date,end_date,office,phone,fax,contact_form,cook_pvi,dw_nominate,ideal_point,next_election,total_votes,missed_votes,total_present,senate_class,state_rank,lis_id,bills_sponsored,bills_cosponsored,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,memberId
110,House,Representative,Rep.,MO,R,null,,8,6,false,ocd-division/country:us/state:mo/cd:6,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,78.0,3.0,,,,23.0,199.0,4.16,93.29,7.29,G000546
109,House,Representative,Rep.,MO,R,null,,6,6,false,ocd-division/country:us/state:mo/cd:6,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,34.0,0.0,,,,17.0,156.0,2.8,94.75,5.51,G000546
108,House,Representative,Rep.,MO,R,null,,4,6,false,ocd-division/country:us/state:mo/cd:6,2003-01-07,2005-01-03,null,null,null,null,null,null,null,,1221.0,40.0,0.0,,,,18.0,121.0,3.28,93.85,6.32,G000546
107,House,Representative,Rep.,MO,R,null,,2,6,false,ocd-division/country:us/state:mo/cd:6,2001-01-03,2003-01-03,null,null,null,null,null,null,null,,996.0,11.0,0.0,,,,13.0,159.0,1.1,96.18,4.33,G000546
117,House,Representative,Rep.,TN,R,null,H8TN07076,4,7,false,ocd-division/country:us/state:tn/cd:7,2021-01-03,2023-01-03,2446 Rayburn House Office Building,202-225-2811,null,null,null,null,null,2022,868.0,27.0,0.0,,,,26.0,164.0,3.11,92.22,7.66,G000590
116,House,Representative,Rep.,TN,R,null,H8TN07076,2,7,false,ocd-division/country:us/state:tn/cd:7,2019-01-03,2021-01-03,533 Cannon House Office Building,202-225-2811,null,null,R+20,null,null,2020,954.0,118.0,0.0,,,,24.0,171.0,12.37,94.08,5.8,G000590
117,House,Representative,Rep.,TX,D,null,H4TX09095,18,9,false,ocd-division/country:us/state:tx/cd:9,2021-01-03,2023-01-03,2347 Rayburn House Office Building,202-225-7508,null,null,null,-0.438,null,2022,868.0,4.0,0.0,,,,47.0,327.0,0.46,99.07,0.81,G000553
116,House,Representative,Rep.,TX,D,null,H4TX09095,16,9,false,ocd-division/country:us/state:tx/cd:9,2019-01-03,2021-01-03,2347 Rayburn House Office Building,202-225-7508,null,null,D+29,-0.438,null,2020,954.0,6.0,0.0,,,,54.0,376.0,0.63,98.63,1.27,G000553
115,House,Representative,Rep.,TX,D,null,H4TX09095,14,9,false,ocd-division/country:us/state:tx/cd:9,2017-01-03,2019-01-03,2347 Rayburn House Office Building,202-225-7508,202-225-2947,null,null,-0.438,null,2018,1211.0,23.0,1.0,,,,38.0,327.0,1.9,96.98,3.02,G000553
114,House,Representative,Rep.,TX,D,null,H4TX09095,12,9,false,ocd-division/country:us/state:tx/cd:9,2015-01-06,2017-01-03,null,null,null,null,null,-0.437,null,2016,1325.0,54.0,0.0,,,,29.0,170.0,4.08,95.14,4.78,G000553
113,House,Representative,Rep.,TX,D,null,,10,9,false,ocd-division/country:us/state:tx/cd:9,2013-01-03,2015-01-02,null,null,null,null,null,-0.437,-0.797121292,2014,1204.0,72.0,1.0,,,,25.0,227.0,5.98,93.5,6.41,G000553
112,House,Representative,Rep.,TX,D,null,,8,9,false,ocd-division/country:us/state:tx/cd:9,2011-01-04,2013-01-03,null,null,null,null,null,-0.437,null,2012,1607.0,28.0,1.0,,,,12.0,256.0,1.74,91.14,8.79,G000553
111,House,Representative,Rep.,TX,D,null,,6,9,false,ocd-division/country:us/state:tx/cd:9,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,14.0,0.0,,,,12.0,439.0,0.85,99.2,0.74,G000553
110,House,Representative,Rep.,TX,D,null,,4,9,false,ocd-division/country:us/state:tx/cd:9,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,38.0,0.0,,,,18.0,609.0,2.03,99.11,1.44,G000553
109,House,Representative,Rep.,TX,D,null,,2,9,false,ocd-division/country:us/state:tx/cd:9,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,3.0,4.0,,,,7.0,389.0,0.25,95.56,4.69,G000553
117,House,Representative,Rep.,GA,R,null,H0GA06192,2,14,false,ocd-division/country:us/state:ga/cd:14,2021-01-03,2023-01-03,1023 Longworth House Office Building,202-225-5211,null,null,null,null,null,2022,868.0,19.0,0.0,,,,25.0,152.0,2.19,71.56,28.32,G000596
117,House,Representative,Rep.,VA,R,null,H0VA09055,12,9,false,ocd-division/country:us/state:va/cd:9,2021-01-03,2023-01-03,2202 Rayburn House Office Building,202-225-3861,null,null,null,0.535,null,2022,868.0,20.0,0.0,,,,20.0,171.0,2.3,89.69,10.19,G000568
116,House,Representative,Rep.,VA,R,null,H0VA09055,10,9,false,ocd-division/country:us/state:va/cd:9,2019-01-03,2021-01-03,2202 Rayburn House Office Building,202-225-3861,null,null,D+21,0.55,null,2020,954.0,42.0,0.0,,,,29.0,169.0,4.4,90.06,9.83,G000568
115,House,Representative,Rep.,VA,R,null,H0VA09055,8,9,false,ocd-division/country:us/state:va/cd:9,2017-01-03,2019-01-03,2202 Rayburn House Office Building,202-225-3861,202-225-0076,null,null,0.545,null,2018,1211.0,20.0,2.0,,,,31.0,173.0,1.65,93.25,6.75,G000568
114,House,Representative,Rep.,VA,R,null,H0VA09055,6,9,false,ocd-division/country:us/state:va/cd:9,2015-01-06,2017-01-03,null,null,null,null,null,0.544,null,2016,1325.0,13.0,4.0,,,,26.0,150.0,0.98,90.25,9.68,G000568
113,House,Representative,Rep.,VA,R,null,,4,9,false,ocd-division/country:us/state:va/cd:9,2013-01-03,2015-01-03,null,null,null,null,null,0.544,0.621835537,,1204.0,9.0,0.0,,,,14.0,149.0,0.75,90.34,9.58,G000568
112,House,Representative,Rep.,VA,R,null,,2,9,false,ocd-division/country:us/state:va/cd:9,2011-01-04,2013-01-03,null,null,null,null,null,0.544,null,,1607.0,26.0,1.0,,,,7.0,152.0,1.62,89.74,10.2,G000568
117,House,Representative,Rep.,AZ,D,null,H2AZ07070,20,3,false,ocd-division/country:us/state:az/cd:3,2021-01-03,2023-01-03,1511 Longworth House Office Building,202-225-2435,null,null,null,-0.598,null,2022,868.0,20.0,0.0,,,,38.0,897.0,2.3,98.82,1.06,G000551
116,House,Representative,Rep.,AZ,D,null,H2AZ07070,18,3,false,ocd-division/country:us/state:az/cd:3,2019-01-03,2021-01-03,1511 Longworth House Office Building,202-225-2435,null,null,D+13,-0.599,null,2020,954.0,67.0,1.0,,,,41.0,1123.0,7.02,97.86,2.03,G000551
115,House,Representative,Rep.,AZ,D,null,H2AZ07070,16,3,false,ocd-division/country:us/state:az/cd:3,2017-01-03,2019-01-03,1511 Longworth House Office Building,202-225-2435,202-225-1541,null,null,-0.599,null,2018,1211.0,89.0,3.0,,,,35.0,831.0,7.35,96.65,3.35,G000551
114,House,Representative,Rep.,AZ,D,null,H2AZ07070,14,3,false,ocd-division/country:us/state:az/cd:3,2015-01-06,2017-01-03,null,null,null,null,null,-0.6,null,2016,1325.0,135.0,0.0,,,,42.0,701.0,10.19,95.42,4.49,G000551
113,House,Representative,Rep.,AZ,D,null,,12,3,false,ocd-division/country:us/state:az/cd:3,2013-01-03,2015-01-03,null,null,null,null,null,-0.6,-1.399927575,2014,1204.0,122.0,2.0,,,,38.0,804.0,10.13,92.83,7.08,G000551
112,House,Representative,Rep.,AZ,D,null,,10,7,false,ocd-division/country:us/state:az/cd:7,2011-01-04,2013-01-03,null,null,null,null,null,-0.6,null,2012,1607.0,101.0,1.0,,,,30.0,766.0,6.29,92.8,7.13,G000551
111,House,Representative,Rep.,AZ,D,null,,8,7,false,ocd-division/country:us/state:az/cd:7,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,182.0,1.0,,,,30.0,1076.0,11.0,96.52,3.42,G000551
110,House,Representative,Rep.,AZ,D,null,,6,7,false,ocd-division/country:us/state:az/cd:7,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,92.0,4.0,,,,34.0,1238.0,4.91,98.01,2.51,G000551
109,House,Representative,Rep.,AZ,D,null,,4,7,false,ocd-division/country:us/state:az/cd:7,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,30.0,0.0,,,,14.0,1044.0,2.47,93.08,7.0,G000551
108,House,Representative,Rep.,AZ,D,null,,2,7,false,ocd-division/country:us/state:az/cd:7,2003-01-07,2005-01-03,null,null,null,null,null,null,null,,1221.0,24.0,0.0,,,,8.0,946.0,1.97,93.88,6.29,G000551
117,House,Representative,Rep.,WI,R,null,H4WI06048,8,6,false,ocd-division/country:us/state:wi/cd:6,2021-01-03,2023-01-03,1427 Longworth House Office Building,202-225-2476,null,null,null,0.6,null,2022,868.0,8.0,0.0,,,,31.0,381.0,0.92,90.06,9.82,G000576
116,House,Representative,Rep.,WI,R,null,H4WI06048,6,6,false,ocd-division/country:us/state:wi/cd:6,2019-01-03,2021-01-03,1427 Longworth House Office Building,202-225-2476,null,null,R+8,0.609,null,2020,954.0,30.0,0.0,,,,20.0,301.0,3.14,89.95,9.95,G000576
115,House,Representative,Rep.,WI,R,null,H4WI06048,4,6,false,ocd-division/country:us/state:wi/cd:6,2017-01-03,2019-01-03,1217 Longworth House Office Building,202-225-2476,202-225-2356,null,null,0.612,null,2018,1211.0,35.0,1.0,,,,23.0,321.0,2.89,94.44,5.56,G000576
114,House,Representative,Rep.,WI,R,null,H4WI06048,2,6,false,ocd-division/country:us/state:wi/cd:6,2015-01-06,2017-01-03,null,null,null,null,null,0.607,null,2016,1325.0,13.0,0.0,,,,10.0,249.0,0.98,94.09,5.84,G000576
117,House,Representative,Rep.,MS,R,null,H8MS03125,4,3,false,ocd-division/country:us/state:ms/cd:3,2021-01-03,2023-01-03,418 Cannon House Office Building,202-225-5031,null,null,null,null,null,2022,868.0,88.0,1.0,,,,15.0,290.0,10.14,95.48,4.39,G000591
116,House,Representative,Rep.,MS,R,null,H8MS03125,2,3,false,ocd-division/country:us/state:ms/cd:3,2019-01-03,2021-01-03,230 Cannon House Office Building,202-225-5031,null,null,R+13,null,null,2020,954.0,24.0,0.0,,,,8.0,192.0,2.52,95.88,4.01,G000591
117,House,Representative,Rep.,KY,R,null,H8KY02031,14,2,false,ocd-division/country:us/state:ky/cd:2,2021-01-03,2023-01-03,2434 Rayburn House Office Building,202-225-3501,null,null,null,0.421,null,2022,868.0,4.0,0.0,,,,14.0,170.0,0.46,98.14,1.75,G000558
116,House,Representative,Rep.,KY,R,null,H8KY02031,12,2,false,ocd-division/country:us/state:ky/cd:2,2019-01-03,2021-01-03,2434 Rayburn House Office Building,202-225-3501,null,null,R+19,0.42,null,2020,954.0,11.0,0.0,,,,10.0,187.0,1.15,97.0,2.89,G000558
115,House,Representative,Rep.,KY,R,null,H8KY02031,10,2,false,ocd-division/country:us/state:ky/cd:2,2017-01-03,2019-01-03,2434 Rayburn House Office Building,202-225-3501,202-226-2019,null,null,0.413,null,2018,1211.0,6.0,0.0,,,,23.0,219.0,0.5,99.0,1.0,G000558
114,House,Representative,Rep.,KY,R,null,H8KY02031,8,2,false,ocd-division/country:us/state:ky/cd:2,2015-01-06,2017-01-03,null,null,null,null,null,0.412,null,2016,1325.0,13.0,0.0,,,,21.0,184.0,0.98,98.0,1.92,G000558
113,House,Representative,Rep.,KY,R,null,,6,2,false,ocd-division/country:us/state:ky/cd:2,2013-01-03,2015-01-02,null,null,null,null,null,0.412,0.941195761,2014,1204.0,13.0,0.0,,,,10.0,240.0,1.08,96.63,3.29,G000558
112,House,Representative,Rep.,KY,R,null,,4,2,false,ocd-division/country:us/state:ky/cd:2,2011-01-04,2013-01-03,null,null,null,null,null,0.412,null,2012,1607.0,14.0,0.0,,,,13.0,223.0,0.87,95.95,3.98,G000558
111,House,Representative,Rep.,KY,R,null,,2,2,false,ocd-division/country:us/state:ky/cd:2,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,10.0,0.0,,,,9.0,219.0,0.6,94.88,5.06,G000558
117,House,Representative,Rep.,NM,D,,H8NM01331,4,1,false,ocd-division/country:us/state:nm/cd:1,2021-01-03,2021-03-16,1421 Longworth House Office Building,202-225-6316,null,null,null,null,null,2022,77.0,2.0,0.0,,,,1.0,12.0,2.6,97.3,1.35,H001080
116,House,Representative,Rep.,NM,D,null,H8NM01331,2,1,false,ocd-division/country:us/state:nm/cd:1,2019-01-03,2021-01-03,1237 Longworth House Office Building,202-225-6316,null,null,D+7,null,null,2020,954.0,10.0,0.0,,,,51.0,935.0,1.05,98.62,1.27,H001080
117,House,Representative,Rep.,MN,R,,H0MN01045,4,1,false,ocd-division/country:us/state:mn/cd:1,2021-01-03,2022-02-17,1433 Longworth House Office Building,202-225-2472,null,null,null,null,null,2022,493.0,22.0,0.0,,,,6.0,139.0,4.46,98.71,1.08,H001088
116,House,Representative,Rep.,MN,R,null,H0MN01045,2,1,false,ocd-division/country:us/state:mn/cd:1,2019-01-03,2021-01-03,325 Cannon House Office Building,202-225-2472,null,null,R+5,null,null,2020,954.0,13.0,0.0,,,,6.0,267.0,1.36,96.24,3.65,H001088
117,House,Representative,Rep.,CA,D,null,H8CA10126,4,10,false,ocd-division/country:us/state:ca/cd:10,2021-01-03,2023-01-03,209 Cannon House Office Building,202-225-4540,null,null,null,null,null,2022,868.0,3.0,0.0,,,,26.0,336.0,0.35,98.03,1.85,H001090
116,House,Representative,Rep.,CA,D,null,H8CA10126,2,10,false,ocd-division/country:us/state:ca/cd:10,2019-01-03,2021-01-03,131 Cannon House Office Building,202-225-4540,null,null,EVEN,null,null,2020,954.0,12.0,0.0,,,,43.0,709.0,1.26,96.06,3.83,H001090
117,House,Representative,Rep.,MD,R,null,H8MD01094,12,1,false,ocd-division/country:us/state:md/cd:1,2021-01-03,2023-01-03,2334 Rayburn House Office Building,202-225-5311,null,null,null,0.671,null,2022,868.0,14.0,0.0,,,,1.0,241.0,1.61,82.24,17.65,H001052
116,House,Representative,Rep.,MD,R,null,H8MD01094,10,1,false,ocd-division/country:us/state:md/cd:1,2019-01-03,2021-01-03,2334 Rayburn House Office Building,202-225-5311,null,null,R+14,0.653,null,2020,954.0,19.0,1.0,,,,1.0,205.0,1.99,85.44,14.46,H001052
115,House,Representative,Rep.,MD,R,null,H8MD01094,8,1,false,ocd-division/country:us/state:md/cd:1,2017-01-03,2019-01-03,1533 Longworth House Office Building,202-225-5311,202-225-0254,null,null,0.611,null,2018,1211.0,32.0,0.0,,,,5.0,217.0,2.64,94.12,5.88,H001052
114,House,Representative,Rep.,MD,R,null,H8MD01094,6,1,false,ocd-division/country:us/state:md/cd:1,2015-01-06,2017-01-03,null,null,null,null,null,0.605,null,2016,1325.0,16.0,0.0,,,,7.0,156.0,1.21,93.54,6.38,H001052
113,House,Representative,Rep.,MD,R,null,,4,1,false,ocd-division/country:us/state:md/cd:1,2013-01-03,2015-01-03,null,null,null,null,null,0.605,1.09140896,,1204.0,20.0,0.0,,,,13.0,254.0,1.66,94.66,5.25,H001052
112,House,Representative,Rep.,MD,R,null,,2,1,false,ocd-division/country:us/state:md/cd:1,2011-01-04,2013-01-03,null,null,null,null,null,0.605,null,,1607.0,14.0,0.0,,,,7.0,294.0,0.87,89.06,10.88,H001052
117,House,Representative,Rep.,TN,R,null,H0TN01118,2,1,false,ocd-division/country:us/state:tn/cd:1,2021-01-03,2023-01-03,167 Cannon House Office Building,202-225-6356,null,null,null,null,null,2022,868.0,6.0,1.0,,,,12.0,257.0,0.69,91.71,8.18,H001086
117,House,Representative,Rep.,MO,R,,H0MO04086,12,4,false,ocd-division/country:us/state:mo/cd:4,2021-01-03,2023-01-03,2235 Rayburn House Office Building,202-225-2876,null,null,null,0.471,null,2022,868.0,81.0,0.0,,,,30.0,333.0,9.33,95.4,4.48,H001053
116,House,Representative,Rep.,MO,R,null,H0MO04086,10,4,false,ocd-division/country:us/state:mo/cd:4,2019-01-03,2021-01-03,2235 Rayburn House Office Building,202-225-2876,null,null,R+17,0.463,null,2020,954.0,21.0,0.0,,,,22.0,360.0,2.2,95.02,4.87,H001053
115,House,Representative,Rep.,MO,R,null,H0MO04086,8,4,false,ocd-division/country:us/state:mo/cd:4,2017-01-03,2019-01-03,2235 Rayburn House Office Building,202-225-2876,202-225-0148,null,null,0.495,null,2018,1211.0,32.0,0.0,,,,19.0,231.0,2.64,97.02,2.98,H001053
114,House,Representative,Rep.,MO,R,null,H0MO04086,6,4,false,ocd-division/country:us/state:mo/cd:4,2015-01-06,2017-01-03,null,null,null,null,null,0.495,null,2016,1325.0,14.0,0.0,,,,7.0,204.0,1.06,97.0,2.92,H001053
113,House,Representative,Rep.,MO,R,null,,4,4,false,ocd-division/country:us/state:mo/cd:4,2013-01-03,2015-01-03,null,null,null,null,null,0.495,0.960752223,,1204.0,65.0,0.0,,,,6.0,269.0,5.4,95.59,4.32,H001053
112,House,Representative,Rep.,MO,R,null,,2,4,false,ocd-division/country:us/state:mo/cd:4,2011-01-04,2013-01-03,null,null,null,null,null,0.495,null,,1607.0,29.0,0.0,,,,6.0,278.0,1.8,94.83,5.11,H001053
117,House,Representative,Rep.,FL,D,,H2FL23021,30,20,false,ocd-division/country:us/state:fl/cd:20,2021-01-03,2021-04-06,2365 Rayburn House Office Building,202-225-1313,null,null,null,-0.564,null,2022,92.0,6.0,0.0,,,,13.0,356.0,6.52,98.84,1.16,H000324
116,House,Representative,Rep.,FL,D,null,H2FL23021,28,20,false,ocd-division/country:us/state:fl/cd:20,2019-01-03,2021-01-03,2353 Rayburn House Office Building,202-225-1313,null,null,D+31,-0.564,null,2020,954.0,211.0,0.0,,,,37.0,1153.0,22.12,99.33,0.54,H000324
115,House,Representative,Rep.,FL,D,null,H2FL23021,26,20,false,ocd-division/country:us/state:fl/cd:20,2017-01-03,2019-01-03,2353 Rayburn House Office Building,202-225-1313,202-225-1171,null,null,-0.564,null,2018,1211.0,83.0,1.0,,,,33.0,837.0,6.85,96.45,3.55,H000324
114,House,Representative,Rep.,FL,D,null,H2FL23021,24,20,false,ocd-division/country:us/state:fl/cd:20,2015-01-06,2017-01-03,null,null,null,null,null,-0.565,null,2016,1325.0,205.0,0.0,,,,26.0,638.0,15.47,95.57,4.34,H000324
113,House,Representative,Rep.,FL,D,null,,22,20,false,ocd-division/country:us/state:fl/cd:20,2013-01-03,2015-01-02,null,null,null,null,null,-0.565,-1.448412183,2014,1204.0,117.0,1.0,,,,24.0,621.0,9.72,94.53,5.38,H000324
112,House,Representative,Rep.,FL,D,null,,20,23,false,ocd-division/country:us/state:fl/cd:23,2011-01-04,2013-01-03,null,null,null,null,null,-0.565,null,2012,1607.0,21.0,1.0,,,,31.0,431.0,1.31,94.18,5.76,H000324
111,House,Representative,Rep.,FL,D,null,,18,23,false,ocd-division/country:us/state:fl/cd:23,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,121.0,1.0,,,,80.0,574.0,7.31,98.36,1.57,H000324
110,House,Representative,Rep.,FL,D,null,,16,23,false,ocd-division/country:us/state:fl/cd:23,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,114.0,1.0,,,,63.0,717.0,6.09,98.44,2.08,H000324
109,House,Representative,Rep.,FL,D,null,,14,23,false,ocd-division/country:us/state:fl/cd:23,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,134.0,2.0,,,,28.0,500.0,11.04,92.28,8.0,H000324
108,House,Representative,Rep.,FL,D,null,,12,23,false,ocd-division/country:us/state:fl/cd:23,2003-01-07,2005-01-03,null,null,null,null,null,null,null,,1221.0,214.0,0.0,,,,41.0,426.0,17.53,91.73,8.48,H000324
107,House,Representative,Rep.,FL,D,null,,10,23,false,ocd-division/country:us/state:fl/cd:23,2001-01-03,2003-01-03,null,null,null,null,null,null,null,,996.0,113.0,1.0,,,,31.0,426.0,11.35,86.57,14.0,H000324
106,House,Representative,Rep.,FL,D,null,,8,23,false,ocd-division/country:us/state:fl/cd:23,1999-01-06,2001-01-03,null,null,null,null,null,null,null,,1214.0,113.0,1.0,,,,19.0,345.0,9.31,90.91,9.27,H000324
105,House,Representative,Rep.,FL,D,null,,6,23,false,ocd-division/country:us/state:fl/cd:23,1997-01-07,1999-01-03,null,null,null,null,null,null,null,,1187.0,112.0,2.0,,,,22.0,306.0,9.44,85.34,15.15,H000324
104,House,Representative,Rep.,FL,D,null,,4,23,false,ocd-division/country:us/state:fl/cd:23,1995-01-04,1997-01-03,null,null,null,null,null,null,null,,1340.0,44.0,2.0,,,,7.0,253.0,3.28,89.34,11.96,H000324
103,House,Representative,Rep.,FL,D,null,,2,23,false,ocd-division/country:us/state:fl/cd:23,1993-01-05,1995-01-03,null,null,null,null,null,null,null,,1122.0,156.0,0.0,,,,6.0,478.0,13.9,89.74,9.51,H000324
117,House,Representative,Rep.,CT,D,null,H8CT05245,4,5,false,ocd-division/country:us/state:ct/cd:5,2021-01-03,2023-01-03,1415 Longworth House Office Building,202-225-4476,null,null,null,null,null,2022,868.0,3.0,0.0,,,,31.0,879.0,0.35,98.38,1.51,H001081
116,House,Representative,Rep.,CT,D,null,H8CT05245,2,5,false,ocd-division/country:us/state:ct/cd:5,2019-01-03,2021-01-03,1415 Longworth House Office Building,202-225-4476,null,null,D+2,null,null,2020,954.0,38.0,0.0,,,,23.0,779.0,3.98,99.23,0.66,H001081
117,House,Representative,Rep.,OK,R,null,H8OK01157,6,1,false,ocd-division/country:us/state:ok/cd:1,2021-01-03,2023-01-03,1019 Longworth House Office Building,202-225-2211,null,null,null,null,null,2022,868.0,14.0,0.0,,,,15.0,183.0,1.61,89.4,10.48,H001082
116,House,Representative,Rep.,OK,R,null,H8OK01157,4,1,false,ocd-division/country:us/state:ok/cd:1,2019-01-03,2021-01-03,1019 Longworth House Office Building,202-225-2211,null,null,R+17,null,null,2020,954.0,9.0,0.0,,,,13.0,254.0,0.94,92.74,7.16,H001082
115,House,Representative,Rep.,OK,R,null,,2,1,false,ocd-division/country:us/state:ok/cd:1,2018-11-13,2019-01-03,null,null,null,null,null,null,null,,84.0,0.0,0.0,,,,0.0,3.0,0.0,97.62,2.38,H001082
117,House,Representative,Rep.,NM,R,null,H8NM02156,2,2,false,ocd-division/country:us/state:nm/cd:2,2021-01-03,2023-01-03,1305 Longworth House Office Building,202-225-2365,null,null,null,null,null,2022,868.0,25.0,0.0,,,,24.0,354.0,2.88,89.25,10.63,H001084
117,House,Representative,Rep.,WA,R,,H0WA03187,12,3,false,ocd-division/country:us/state:wa/cd:3,2021-01-03,2023-01-03,2352 Rayburn House Office Building,202-225-3536,null,null,null,0.343,null,2022,868.0,3.0,0.0,,,,12.0,236.0,0.35,92.67,7.22,H001056
116,House,Representative,Rep.,WA,R,null,H0WA03187,10,3,false,ocd-division/country:us/state:wa/cd:3,2019-01-03,2021-01-03,2352 Rayburn House Office Building,202-225-3536,null,null,R+4,0.356,null,2020,954.0,192.0,0.0,,,,11.0,184.0,20.13,87.15,12.72,H001056
115,House,Representative,Rep.,WA,R,null,H0WA03187,8,3,false,ocd-division/country:us/state:wa/cd:3,2017-01-03,2019-01-03,1107 Longworth House Office Building,202-225-3536,202-225-3478,null,null,0.379,null,2018,1211.0,15.0,0.0,,,,11.0,164.0,1.24,92.69,7.31,H001056
114,House,Representative,Rep.,WA,R,null,H0WA03187,6,3,false,ocd-division/country:us/state:wa/cd:3,2015-01-06,2017-01-03,null,null,null,null,null,0.38,null,2016,1325.0,299.0,0.0,,,,10.0,106.0,22.57,90.58,9.32,H001056
113,House,Representative,Rep.,WA,R,null,,4,3,false,ocd-division/country:us/state:wa/cd:3,2013-01-03,2015-01-03,null,null,null,null,null,0.38,0.549091459,,1204.0,319.0,0.0,,,,6.0,119.0,26.5,88.76,11.12,H001056
112,House,Representative,Rep.,WA,R,null,,2,3,false,ocd-division/country:us/state:wa/cd:3,2011-01-04,2013-01-03,null,null,null,null,null,0.38,null,,1607.0,14.0,0.0,,,,4.0,123.0,0.87,89.25,10.68,H001056
117,House,Representative,Rep.,GA,R,,H0GA07125,8,10,false,ocd-division/country:us/state:ga/cd:10,2021-01-03,2023-01-03,404 Cannon House Office Building,202-225-4101,null,null,null,0.791,null,2022,868.0,52.0,2.0,,,,14.0,335.0,5.99,82.74,17.14,H001071
116,House,Representative,Rep.,GA,R,null,H0GA07125,6,10,false,ocd-division/country:us/state:ga/cd:10,2019-01-03,2021-01-03,409 Cannon House Office Building,202-225-4101,null,null,R+15,0.792,null,2020,954.0,50.0,1.0,,,,14.0,273.0,5.24,87.61,12.28,H001071
115,House,Representative,Rep.,GA,R,null,H0GA07125,4,10,false,ocd-division/country:us/state:ga/cd:10,2017-01-03,2019-01-03,324 Cannon House Office Building,202-225-4101,202-226-0776,null,null,0.745,null,2018,1211.0,17.0,0.0,,,,16.0,283.0,1.4,92.68,7.32,H001071
114,House,Representative,Rep.,GA,R,null,H0GA07125,2,10,false,ocd-division/country:us/state:ga/cd:10,2015-01-06,2017-01-03,null,null,null,null,null,0.73,null,2016,1325.0,18.0,1.0,,,,11.0,182.0,1.36,94.06,5.86,H001071
117,House,Representative,Rep.,NY,D,null,H4NY27076,16,26,false,ocd-division/country:us/state:ny/cd:26,2021-01-03,2023-01-03,2459 Rayburn House Office Building,202-225-3306,null,null,null,-0.348,null,2022,868.0,6.0,0.0,,,,19.0,394.0,0.69,99.19,0.7,H001038
116,House,Representative,Rep.,NY,D,null,H4NY27076,14,26,false,ocd-division/country:us/state:ny/cd:26,2019-01-03,2021-01-03,2459 Rayburn House Office Building,202-225-3306,null,null,D+11,-0.347,null,2020,954.0,14.0,0.0,,,,17.0,488.0,1.47,99.15,0.75,H001038
115,House,Representative,Rep.,NY,D,null,H4NY27076,12,26,false,ocd-division/country:us/state:ny/cd:26,2017-01-03,2019-01-03,2459 Rayburn House Office Building,202-225-3306,202-226-0347,null,null,-0.346,null,2018,1211.0,42.0,1.0,,,,9.0,392.0,3.47,97.37,2.63,H001038
114,House,Representative,Rep.,NY,D,null,H4NY27076,10,26,false,ocd-division/country:us/state:ny/cd:26,2015-01-06,2017-01-03,null,null,null,null,null,-0.346,null,2016,1320.0,29.0,0.0,,,,16.0,290.0,2.2,97.73,2.19,H001038
113,House,Representative,Rep.,NY,D,null,,8,26,false,ocd-division/country:us/state:ny/cd:26,2013-01-03,2015-01-02,null,null,null,null,null,-0.346,-1.257767374,2014,1204.0,67.0,1.0,,,,11.0,325.0,5.56,96.55,3.37,H001038
112,House,Representative,Rep.,NY,D,null,,6,27,false,ocd-division/country:us/state:ny/cd:27,2011-01-04,2013-01-03,null,null,null,null,null,-0.346,null,2012,1607.0,35.0,1.0,,,,14.0,240.0,2.18,94.18,5.75,H001038
111,House,Representative,Rep.,NY,D,null,,4,27,false,ocd-division/country:us/state:ny/cd:27,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,82.0,0.0,,,,12.0,316.0,4.95,98.98,0.96,H001038
110,House,Representative,Rep.,NY,D,null,,2,27,false,ocd-division/country:us/state:ny/cd:27,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,134.0,0.0,,,,12.0,427.0,7.15,98.89,1.58,H001038
109,House,Representative,Rep.,NY,D,null,,2,27,false,ocd-division/country:us/state:ny/cd:27,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,42.0,0.0,,,,7.0,394.0,3.46,93.17,7.09,H001038
117,House,Representative,Rep.,LA,R,null,H6LA03148,6,3,false,ocd-division/country:us/state:la/cd:3,2021-01-03,2023-01-03,572 Cannon House Office Building,202-225-2031,null,null,null,0.617,null,2022,868.0,105.0,0.0,,,,21.0,176.0,12.1,82.24,17.63,H001077
